sno,present,custom_number,name,author,publisher,publishing_year,price,categories,
4256,,4256,சிந்தனை முத்துக்கள்,சுகி சிவம்,சுகி புக்ஸ்,2005,35.00,தன்முன்னேற்ற நூல்கள்,
4257,,4257,வெற்றிவிதிகள் - 3,நெப்போலியன்,கண்ணதாசன் பதிப்பகம்,2011,170.00,தன்முன்னேற்ற நூல்கள்,
4258,,4258,கலாம் ஒரு கனவு நாயகன்,விகடன் பிரசுரம்,விகடன் பிரசுரம்,2015,185.00,தன்முன்னேற்ற நூல்கள்,
4260,,4260,சொல் அல்லது செயல்,அதிஷா,விகடன் பிரசுரம்,2017,215.00,தன்முன்னேற்ற நூல்கள்,
4261,,4261,முடிவல்ல ஆரம்பம்,து.சா.ப.செல்வம்,கண்ணதாசன் பதிப்பகம்,2009,40.00,தன்முன்னேற்ற நூல்கள்,
4262,,4262,இளைஞனே ரிலாக்ஸ் ப்ளீஸ்,சுவாமி சுகபோதானந்தா,விகடன் பிரசுரம்,2016,145.00,தன்முன்னேற்ற நூல்கள்,
4263,,4263,மணி மேனேஜ்மெண்ட்,சி.சரவணன்,விகடன் பிரசுரம்,2017,130.00,தன்முன்னேற்ற நூல்கள்,
4265,,4265,கற்க கசடற,பாரதி தம்பி,விகடன் பிரசுரம்,2016,145.00,தன்முன்னேற்ற நூல்கள்,
4267,,4267,எங்கே போகிறோம் நாம்,தமிழருவி மணியன்,விகடன் பிரசுரம்,2016,185.00,தன்முன்னேற்ற நூல்கள்,
4268,,4268,சகாயம் சந்தித்த சவால்கள்,கே.ராஜதிருவேங்கடம்,விகடன் பிரசுரம்,2016,100.00,தன்முன்னேற்ற நூல்கள்,
4269,,4269,வெற்றி வெளிச்சம்,இயகோகா சுப்பிரமணியம்,விகடன் பிரசுரம்,2015,105.00,தன்முன்னேற்ற நூல்கள்,
4270,,4270,உழைக்க உழைக்க சிரிப்பு வருது,கே.சத்திய நாராயணா,விகடன் பிரசுரம்,2009,75.00,தன்முன்னேற்ற நூல்கள்,
4271,,4271,அடுத்த விநாடி,நாகூர் ரூமி,கிழக்கு பதிப்பகம்,2007,170.00,தன்முன்னேற்ற நூல்கள்,
4272,,4272,மனம் என்னும் ஆயுதம்,நன்னம்பிக்கை நம்பி,மதி நிலையம்,2014,100.00,தன்முன்னேற்ற நூல்கள்,
4273,,4273,வாழ்வாங்கு வாழலாம் வா -1,மதிவண்ணன்,சூரியன் பதிப்பகம்,2017,180.00,தன்முன்னேற்ற நூல்கள்,
4274,,4274,வாழ்வாங்கு வாழலாம் வா பாகம் 2,மதிவண்ணன் ,சூரியன் பதிப்பகம்,2017,180.00,தன்முன்னேற்ற நூல்கள்,
4275,,4275,நிமிர்ந்து நில் பாகம் 3  3*4=13,கோபிநாத்,நக்கீரன் வெளியீடு,2016,125.00,தன்முன்னேற்ற நூல்கள்,
4276,,4276,மேலே... உயரே... உச்சியிலே....,இறையன்பு,விகடன் பிரசுரம்,2018,325.00,தன்முன்னேற்ற நூல்கள்,
4277,,4277,விழுவது எழுவதற்கே!,எஸ்.எல்.வி.மூர்த்தி,தமிழ் திசை,2019,175.00,தன்முன்னேற்ற நூல்கள்,
4278,,4278,மண்ட பத்திரம்!,கோபிநாத்,சிகிஸ்த்சென்ஸ் பப்ளிகேஷன்ஸ்,2018,77.00,தன்முன்னேற்ற நூல்கள்,
4279,,4279,வேகமாகப் படிக்க,ம.லெனின்,சிகிஸ்த்சென்ஸ் பப்ளிகேஷன்ஸ்,2018,111.00,தன்முன்னேற்ற நூல்கள்,
4280,,4280,புதியமுறையில் ஆங்கில எண் கணித பலன்கள்,அசோக்குமார்,மதி நிலையம்,2005,40.00,அறிவியல்,
4281,,4281,அல்லாடும் ஆண்டவன்,அறிஞர் அண்ணா,சீதை பதிப்பகம்,2010,25.00,பகுத்தறிவு,
4282,,4282,அதிசய பிரமிடின் ரகசியங்களும் ஆற்றல்களும்,அரங்கநாதன்,விஜயா பதிப்பகம்,1995,25.00,அறிவியல்,
4283,,4283,அறிவியல் ஆயிரம் - 1,அருணாசலம்,மணிவாசகர் பதிப்பகம்,1999,30.00,அறிவியல்,
4284,,4284,அறிவியல் ஆயிரம் - 2,அருணாசலம்,மணிவாசகர் பதிப்பகம்,1997,40.00,அறிவியல்,
4286,,4286,அறிவியல் ஆயிரம் - 4,அருணாசலம்,மணிவாசகர் பதிப்பகம்,1995,40.00,அறிவியல்,
4287,,4287,அறிவியல் ஆயிரம் - 5,அருணாசலம்,மணிவாசகர் பதிப்பகம்,2000,35.00,அறிவியல்,
4288,,4288,அறிவியல் ஆயிரம் - 6,அருணாசலம்,மணிவாசகர் பதிப்பகம்,1999,30.00,அறிவியல்,
4289,,4289,அறிவியல் ஆயிரம் - 7,அருணாசலம்,மணிவாசகர் பதிப்பகம்,1999,30.00,அறிவியல்,
4290,,4290,அறிவியல் ஆயிரம் - 8,அருணாசலம்,மணிவாசகர் பதிப்பகம்,1999,35.00,அறிவியல்,
4291,,4291,அறிவியல் ஆயிரம் - 9,அருணாசலம்,மணிவாசகர் பதிப்பகம்,2002,45.00,அறிவியல்,
4292,,4292,அறிவியல் ஆயிரம் - 10,அருணாசலம்,மணிவாசகர் பதிப்பகம்,1999,35.00,அறிவியல்,
4293,,4293,இந்துமாக்கடல் மர்மங்கள் ,அலெக்சாண்டர்,நியுசெஞ்சுரி புக் ஹவுஸ்,1995,18.00,அறிவியல்,
4294,,4294,ஒரே வாரத்தில் கணினி கற்கலாம் ,ஆர்.ஜெயகாந்தன்,திருவரசு புத்தக நிலையம்,2002,50.00,அறிவியல்,
4295,,4295,பசுமைக்கு உயிர் என்று பெயர்,இரா.ஜோதி,அலைகள் வெளியீட்டகம்,2010,70.00,அறிவியல்,
