sno,present,custom_number,name,author,publisher,publishing_year,price,categories,
3946,,3946,பூனைகள் சொர்க்கத்திற்குச் செல்வதில்லை,தங்கபாண்டியன்,உயிர்மை பதிப்பகம்,2016,400.00,பகுத்தறிவு,
3947,,3947,சடங்குகளின் கதை! இந்து மதம் எங்கே போகிறது?,அக்னிஹோதரம் ராமானுஜ தாத்தாச்சாரியார்,நக்கீரன் வெளியீடு,2019,150.00,பகுத்தறிவு,
4000,,4000,பொது உடமை வளர்த்த தமிழ்,அகத்தியலிங்கம்,நியுசெஞ்சுரி புக் ஹவுஸ்,2010,70.00,பொது அறிவு,
4001,,4001,கம்யூனிஸ்ட் அறிக்கை,அருணன்,பாரதி புத்தகாலயம்,2008,20.00,பொதுவுடைமை,
4002,,4002,2௦ஆம் நூற்றாண்டின் சுருக்கமான வரலாறு,இந்திய மாணவர் சங்கம் ,இந்திய மாணவர் சங்கம் ,2000,6.00,பொதுவுடைமை,
4003,,4003,இடஒதுக்கீடும் சமுக நீதியும் ,இந்திய மாணவர் சங்கம் ,,,,பொதுவுடைமை,
4005,,4005,கல்வி,இந்திய மாணவர் சங்கம் ,இந்திய மாணவர் சங்கம் ,2000,18.00,பொதுவுடைமை,
4006,,4006,கலையும் இலக்கியமும் ,இந்திய மாணவர் சங்கம் ,இந்திய மாணவர் சங்கம் ,2000,12.00,பொதுவுடைமை,
4007,,4007,கற்பனை முடிந்துபோனது ,இந்திய மாணவர் சங்கம் ,இந்திய மாணவர் சங்கம் ,2000,6.00,பொதுவுடைமை,
4008,,4008,நமது வாழ்க்கை ,இந்திய மாணவர் சங்கம் ,இந்திய மாணவர் சங்கம் ,2000,9.00,பொதுவுடைமை,
4009,,4009,நாம் வாழும் உலகம் ,இந்திய மாணவர் சங்கம் ,இந்திய மாணவர் சங்கம் ,2000,6.00,பொதுவுடைமை,
4010,,4010,பெண்களும் விடுதலையும் ,இந்திய மாணவர் சங்கம் ,இந்திய மாணவர் சங்கம் ,2000,9.00,பொதுவுடைமை,
4011,,4011,மதசார்பின்மையும் நமது எதிர்காலமும் ,இந்திய மாணவர் சங்கம் ,இந்திய மாணவர் சங்கம் ,1999,12.00,பொதுவுடைமை,
4012,,4012,விடுதலையை நோக்கி ,இந்திய மாணவர் சங்கம் ,இந்திய மாணவர் சங்கம் ,2000,9.00,பொதுவுடைமை,
4013,,4013,கான்பூர் முதல் திருவனந்தபுரம் வரை ,எம்.ஏ.பழனியப்பன் ,நியுசெஞ்சுரி புக் ஹவுஸ்,2001,20.00,பொதுவுடைமை,
4015,,4015,லுமூம்பா,எஸ்.பாலச்சந்திரன்,விடியல் பதிப்பகம்,2002,150.00,வாழ்க்கை வரலாறு,
4016,,4016,கலாச்சாரத்தின் அரசியல்,க.வெங்கடேசன்,வைகை வெளியீடு,2001,45.00,அரசியல்,
4017,,4017,ராகுல்ஜியின் பொதுஉடைமைதான் என்ன?,கண.முத்தையா ,தமிழ்ப் புத்தகாலயம்,1986,3.50,பொதுவுடைமை,
4019,,4019,மூலதனம் - முதல் பக்கம் (2),கார்ல் மார்க்ஸ்,நியுசெஞ்சுரி புக் ஹவுஸ்,2003,1200.00,பொதுவுடைமை,
4020,,4020,மூலதனம் -  இரண்டாம் பக்கம் ,கார்ல் மார்க்ஸ்,நியுசெஞ்சுரி புக் ஹவுஸ்,2003,1200.00,பொதுவுடைமை,
4021,,4021,மூலதனம் - மூன்றாம் பக்கம் (1),கார்ல் மார்க்ஸ்,நியுசெஞ்சுரி புக் ஹவுஸ்,2003,1200.00,பொதுவுடைமை,
4022,,4022,மூலதனம் - மூன்றாம் பக்கம் (2),கார்ல் மார்க்ஸ்,நியுசெஞ்சுரி புக் ஹவுஸ்,2003,1200.00,பொதுவுடைமை,
4023,,4023,வரலாற்றில் தனி நபர் வகிக்கும் பாத்திரம்,கி.வ.பிளேஹானவ்,முன்னேற்ற பதிப்பகம்,1975,,பொதுவுடைமை,
4024,,4024,வாழ்வை வழிமறிப்பது எது ?,கே.கங்காதரன்,அலைகள் வெளியீட்டகம்,2002,60.00,பொதுவுடைமை,
4025,,4025,லட்சிய நதியாக ,கே.பாலபாரதி,அனைத்திந்திய ஜனநாயக மாதர் சங்கம்,1998,20.00,பொதுவுடைமை,
4026,,4026,ஜனநாயக சோசலிசம் ,கைல்ஸ்ட்ட்ரெடிஸ்,நேஷனல் அக்காடமி,1968,5.00,பொதுவுடைமை,
4027,,4027,"மண்டல கமிஷன் தீர்ப்பால் 
விளையும் நம்மையும், பெருந்தீமையும்",ச்.ராமகிருஷ்ணன்,கரிகாலன் பதிப்பகம்,1993,15.00,பொதுவுடைமை,
4028,,4028,குற்றம் தண்டனை மரண தண்டனை,சு.மார்க்ஸ்,கருப்பு பிரதிகள்,2013,100.00,பொதுவுடைமை,
4029,,4029,இயங்கியல் முறையில் சில பயிற்சிக் கட்டுரைகள் ,டி.டி.கோசாம்பி,சவுத் விஷன்,1999,45.00,பொதுவுடைமை,
4031,,4031,மார்க்ஸ் பிறந்தார்,தர்மராஜன் .நா,அலைகள் வெளியீட்டகம்,2001,70.00,பொதுவுடைமை,
4032,,4032,போர் இல்லாத இருபது நாட்கள்,நவீனம்,முன்னேற்ற பதிப்பகம்,1974,,பொதுவுடைமை,
4033,,4033,மார்க்சிய சமூகவியல் கொள்கை,நா.வாநடாமானால்,நியுசெஞ்சுரி புக் ஹவுஸ்,1976,,பொதுவுடைமை,
4034,,4034,ஏகாதிபத்தியம் மக்கவிரோதி சமாதான விரோதி,நீ.சே.குருஷசேவ்,புரோகிரஸ் பதிப்பகம்,1963,,பொதுவுடைமை,
4035,,4035,கீழத்தஞ்சை விவசாயிகள் இயக்கமும் தலித் மக்கள் உரிமைகளும்,நீ.ராமகிருஷ்ணன்,பாரதி பதிப்பகம்,2014,25.00,பொதுவுடைமை,
4036,,4036,தமிழ் இலக்கிய வரலாறு,பா. இறையரசன்,பூம்புகார் பதிப்பகம்,1997,90.00,மொழியியல்,
4037,,4037,பாசிசம் குறித்த விரிவுரைகள்,பால்மிரா டோக்ளியாட்டி,நியுசெஞ்சுரி புக் ஹவுஸ்,1998,50.00,பொதுவுடைமை,
4038,,4038,பெண்,பிரபஞ்சன்,தமிழ்ச்சங்கம்,1997,60.00,பொதுவுடைமை,
4039,,4039,காரல் மார்க்ஸ் கூலியுழைப்பும் மூலதனமும்,பிரிட்ரி ,முன்னேற்ற பதிப்பகம்,1974,,பொதுவுடைமை,
4040,,4040,கூலி முறை,பிரெடெரிக் ஏங்கல்ஸ்,முன்னேற்ற பதிப்பகம்,1977,25.00,பொதுவுடைமை,
4041,,4041,கூலியுழைப்பும் மூலதனமும்,மார்க்ஸ்,முன்னேற்ற பதிப்பகம்,1974,,பொதுவுடைமை,
4042,,4042,இயக்கவியல் பொருள் முதல்வாதம்- l ,மாரிசு,சென்னை புக் ஹவுஸ்,1984,,பொதுவுடைமை,
4043,,4043,மார்க்சியத்தின் அடிப்படைகள் ,லதா ராமகிருஷ்ணன்,நியுசெஞ்சுரி புக் ஹவுஸ்,2006,45.00,பொதுவுடைமை,
4044,,4044,அக்டோபர் புரட்சி பற்றி,லெனின்,முன்னேற்ற பதிப்பகம்,1977,0.60,பொதுவுடைமை,
4047,,4047,இரண்டாவது அகிலத்தின் தகர்வு,லெனின்,முன்னேற்ற பதிப்பகம்,1976,0.50,பொதுவுடைமை,
4048,,4048,ஊழியர் பயிற்சி,லெனின்,முன்னேற்ற பதிப்பகம்,1984,3.50,பொதுவுடைமை,
4049,,4049,ஓரடி முன்னால் ஓரடி பின்னால்,லெனின்,பாரதி புத்தகாலயம்,2010,15.00,பொதுவுடைமை,
4050,,4050,சோசியலிச சித்தாந்தமும் கலாச்சாரமும் குறித்து ,லெனின்,முன்னேற்ற பதிப்பகம்,1974,,பொதுவுடைமை,
4051,,4051,சோசியலிச ஜனநாயகம் பற்றி ,லெனின்,நியுசெஞ்சுரி புக் ஹவுஸ்,1978,4.50,பொதுவுடைமை,
4052,,4052,நாட்டுப்புற ஏழைமக்களுக்கு,லெனின்,முன்னேற்ற பதிப்பகம்,1974,,பொதுவுடைமை,
4053,,4053,பொருளாதாரா தன்னுணர்ச்சி வாதம் பற்றிய ஒரு பண்புரை,லெனின்,முன்னேற்ற பதிப்பகம்,1975,0.70,பொதுவுடைமை,
4054,,4054,மார்க்ஸ்-ஏங்கெல்க்ஸ் மார்க்ஸிசியம்,லெனின்,முன்னேற்ற பதிப்பகம்,1975,,பொதுவுடைமை,
4055,,4055,வி.இ.லெனின் சொற்பொழிவுகள்,லெனின்,முன்னேற்ற பதிப்பகம்,1968,,பொதுவுடைமை,
4056,,4056,தொழிலாளர் குடும்பம்,வி.சேவித்தசெத்தவ,முன்னேற்ற பதிப்பகம்,,,பொதுவுடைமை,
4057,,4057,தேசங்களுக்குச் சமாதானம்,வி.துருகநீப்ஸ்கி,நியுசெஞ்சுரி புக் ஹவுஸ்,1977,4.00,பொதுவுடைமை,
4058,,4058,அறை எண் 400,ஜூலியபூசிக்,புதுமலர் பதிப்பகம்,2001,7.00,பொதுவுடைமை,
4059,,4059,விடுதலை(புலிகளின்) போராட்ட வரலாறு,,விடுதலைப் புலிகள் வெளியீடு,1985,6.00,அரசியல்,
4061,,4061,அணுஅணுவாய் சாவோம்,பாமரன்,நக்கீரன் பதிப்பகம்,2011,80.00,பொதுவுடைமை,
4062,,4062,கம்யூனிசம் நேற்று-இன்று-நாளை,இரா.ஜவகர்,நக்கீரன் பதிப்பகம்,2004,70.00,பொதுவுடைமை,
4063,,4063,புரட்சியாளர் பெரியார்,நெ.து.சுந்தரவடிவேலு,ராமையா பதிப்பகம்,2018,180.00,வாழ்க்கை வரலாறு,
4064,,4064,அஞ்சிறைத்தும்பி,சுகுணா திவாகர்,எதிர் வெளியீடு,2021,400.00,பொதுவுடைமை,
4065,,4065,பெரியாரின் போர்வாள்,ச.சோமசுந்தரம்,தந்தை பெரியார் திராவிடர் கழகம்,2021,250.00,அரசியல்,
4066,,4066,பெண் ஏன் அடிமையானாள்?,தந்தை பெரியார்,பெரியார் சுயமரியாதைப் பிரச்சார நிறுவன வெளியீடு,2020,40.00,பகுத்தறிவு,
4084,,4084,உள்ளங்கையில் உலகம் ,ஆதனூர் சோழன்,ஜெயம் பப்ளிகேசன்ஸ்,2004,45.00,தன்முன்னேற்ற நூல்கள்,
4085,,4085,குட்டிச்சுவர் சிந்தனைகள்,ஆல்தோட்ட பூபதி,சூரியன் பதிப்பகம்,2014,140.00,தன்முன்னேற்ற நூல்கள்,
4086,,4086,கவிதை ஓவியம் சிற்பம் சினிமா,இந்திரன் ,மதிநிலையம்,2000,125.00,தன்முன்னேற்ற நூல்கள்,
4087,,4087,போர் தொழில் பழகு,இறையன்பு,புதிய தலைமுறை,2013,250.00,தன்முன்னேற்ற நூல்கள்,
4088,,4088,நில். கவனி. புறப்படு!,எ.வெற்றிவேலன்,வானதி பதிப்பகம்,1993,12.00,தன்முன்னேற்ற நூல்கள்,
4089,,4089,"நீங்க விரும்புவது எதுவானாலும் 
அதை அடைவது எப்படி?",எம்.ஆர்.காப் மேயர்,கண்ணதாசன் பதிப்பகம்,2001,,தன்முன்னேற்ற நூல்கள்,
4092,,4092,எண்ணங்கள்,எம்.எஸ்.உதயமூர்த்தி,#,,,தன்முன்னேற்ற நூல்கள்,
4093,,4093,சாதனைக்கோர் பாதை,எம்.எஸ்.உதயமூர்த்தி,கங்கை புத்தக நிலையம்,1996,18.00,தன்முன்னேற்ற நூல்கள்,
4094,,4094,சிந்தனை தொழில் செல்வம்,எம்.எஸ்.உதயமூர்த்தி,கங்கை புத்தக நிலையம்,1993,20.00,தன்முன்னேற்ற நூல்கள்,
4095,,4095,சொந்தக்காலில் நில்,எம்.எஸ்.உதயமூர்த்தி,கங்கை புத்தக நிலையம்,1997,30.00,தன்முன்னேற்ற நூல்கள்,
4096,,4096,சொந்தக்காலில் நில்,எம்.எஸ்.உதயமூர்த்தி,கங்கை புத்தக நிலையம்,1998,30.00,தன்முன்னேற்ற நூல்கள்,
4097,,4097,தன்னம்பிக்கையும் உயர் தர்ம நெறிகளும் ,எம்.எஸ்.உதயமூர்த்தி,கங்கை புத்தக நிலையம்,2003,32.00,தன்முன்னேற்ற நூல்கள்,
4098,,4098,நம்மால் முடியும் தம்பி நம்பு,எம்.எஸ்.உதயமூர்த்தி,கங்கை புத்தக நிலையம்,,30.00,தன்முன்னேற்ற நூல்கள்,
4099,,4099,நம்மால் முடியும் நம்பு தம்பி,எம்.எஸ்.உதயமூர்த்தி,கங்கை புத்தக நிலையம்,1997,30.00,தன்முன்னேற்ற நூல்கள்,
4101,,4101,மனம் பிரார்த்தனை மந்திரம்,எம்.எஸ்.உதயமூர்த்தி,கங்கை புத்தக நிலையம்,1993,17.00,தன்முன்னேற்ற நூல்கள்,
4102,,4102,மனித உறவுகள்,எம்.எஸ்.உதயமூர்த்தி,கங்கை புத்தக நிலையம்,1998,24.00,தன்முன்னேற்ற நூல்கள்,
4104,,4104,வாழ்க்கையை அமைக்கும் எண்ணங்கள்,எம்.எஸ்.உதயமூர்த்தி,கங்கை புத்தக நிலையம்,1997,20.00,தன்முன்னேற்ற நூல்கள்,
4105,,4105,வெற்றிக்கு முதல்படி,எம்.எஸ்.உதயமூர்த்தி,கங்கை புத்தக நிலையம்,2003,27.00,தன்முன்னேற்ற நூல்கள்,
4106,,4106,வெற்றிக்கு முதல்படி,எம்.எஸ்.உதயமூர்த்தி,கங்கை புத்தக நிலையம்,1997,20.00,தன்முன்னேற்ற நூல்கள்,
4108,,4108,பின்நவீனத்துவம் என்றால் என்ன?,எம்.ஜி.சுரேஷ்,புதுப்புனல் பதிப்பகம்,2004,100.00,தன்முன்னேற்ற நூல்கள்,
4109,,4109,லவ்லாலஜி,என்.கே.முருகன்,விகடன் பிரசுரம்,2012,85.00,தன்முன்னேற்ற நூல்கள்,
4111, ,4111,தோல்விகளைத் துதிபாடி,ஏஜில் கிருஷ்ணன்,கிழக்கு பதிப்பகம்,2008,75.00,தன்முன்னேற்ற நூல்கள்,
4113,,4113,கவலைப்படாதே சகோதரா,க.மனு.கோத்தாரி ,நலம் பதிப்பகம்,2007,60.00,தன்முன்னேற்ற நூல்கள்,
4114,,4114,அடோப் பிரீமியர்,கணியரசு மா.ஆன்டோபீட்டார்,Soft View Publications,2011,110.00,தன்முன்னேற்ற நூல்கள்,
4115,,4115,வேலைக்கு ரெடியா ?,கணியரசு மா.ஆன்டோபீட்டார்,Soft View Publications,2007,45.00,தன்முன்னேற்ற நூல்கள்,
4116,,4116,கற்றது கடலளவு,கணேசன்,மீடியா வேவ்ஸ்,2001,60.00,தன்முன்னேற்ற நூல்கள்,
4118,,4118,வாழ்கை உங்கள் கையில்,கணேசன்,கண்ணதாசன் பதிப்பகம்,1994,27.00,தன்முன்னேற்ற நூல்கள்,
4119,,4119,எளியவரின்  ஏணிப்படிகள்,கணேசன்,மீரா பதிப்பகம்,2014,70.00,தன்முன்னேற்ற நூல்கள்,
4120,,4120,ஒவ்வொரு மனிதனும் ஒரு மன்னவன் தான் ,கிருஷ்ணாவேணுகோபால் ,கண்ணதாசன் பதிப்பகம்,2001,55.00,தன்முன்னேற்ற நூல்கள்,
4121,,4121,"திட்டம், மூல உத்தி, செயல் உத்தி",கார்முகில்,தமிழ்நாடு மா.லெ.கட்சி,2004,25.00,தன்முன்னேற்ற நூல்கள்,
4122,,4122,வாழ்க்கையும் வாசல் படிகள் ,கிருஷ்ணமூர்த்தி,கண்ணதாசன் பதிப்பகம்,1994,15.00,தன்முன்னேற்ற நூல்கள்,
4123,,4123,நிறைவான வாழ்க்கைக்கு நேரம் ஒதுக்குங்கள் ,கிருஷ்ணா,கண்ணதாசன் பதிப்பகம்,1994,33.00,தன்முன்னேற்ற நூல்கள்,
4124,,4124,லினக்ஸ் ,கில்பெர்ட்ராஜ் ,பெரிகாம் பதிப்பகம்,2002,45.00,தன்முன்னேற்ற நூல்கள்,
4125,,4125,இன்றைய சிந்தனை,கு.ஞானசம்பந்தன்,விஜயா பதிப்பகம்,2008,70.00,தன்முன்னேற்ற நூல்கள்,
4126,,4126,கல்லூரி அதிசயங்கள் ,கு.ஞானசம்பந்தன்,விஜயா பதிப்பகம்,2010,40.00,தன்முன்னேற்ற நூல்கள்,
4127,,4127,மாறுபட்டு சிந்தியுங்கள்,குருஜி வாசுதேவ்,சிக்ஸ்த் சென்ஸ்,2011,90.00,தன்முன்னேற்ற நூல்கள்,
4128,,4128,ப்ளீஸ் இந்த புத்தகத்தை வாங்காதீர்கள்,கோபிநாத்,சிக்ஸ்த் சென்ஸ்,2007,60.00,தன்முன்னேற்ற நூல்கள்,
4129,,4129,நீயும் நானும் ,கோபிநாத்,விகடன் பிரசுரம்,2013,140.00,தன்முன்னேற்ற நூல்கள்,
4130,,4130,பாஸ்வேர்டு,கோபிநாத்,விகடன் பிரசுரம்,2014,110.00,தன்முன்னேற்ற நூல்கள்,
4131,,4131,மன அழுத்தத்திலிருந்து விடுபடுங்கள் ,ச.சூரியமூர்த்தி,நர்மதா பதிப்பகம்,2010,50.00,தன்முன்னேற்ற நூல்கள்,
4132,,4132,பெரிய பிரச்சனை,சாது ஸ்ரீராம்,கிழக்கு பதிப்பகம்,2007,70.00,தன்முன்னேற்ற நூல்கள்,
4133,,4133,பயிற்சி நம்பிக்கை திறமை ,சாருகேசி,CBH Publications,2005,29.00,தன்முன்னேற்ற நூல்கள்,
4134,,4134,நோ ப்ரோப்ளம் ,சாலமன் ,கிழக்கு பதிப்பகம்,2006,50.00,தன்முன்னேற்ற நூல்கள்,
4135,,4135,நேர்முகத் தேர்வுகளில் வெற்றி பெற நூறு யோசனைகள் ,சி.எஸ்.தேவநாதன்,நர்மதா பதிப்பகம்,2004,40.00,தன்முன்னேற்ற நூல்கள்,
4136,,4136,உனக்குள் ஒருதலைவன் ,சி.சைலேந்திரபாபு,விஜயா பதிப்பகம்,2011,60.00,தன்முன்னேற்ற நூல்கள்,
4137,,4137,என்ன பெட் ,சி.பி.கே.சாலமன் ,கிழக்கு பதிப்பகம்,2007,70.00,தன்முன்னேற்ற நூல்கள்,
4138,,4138,முன்னேற சிறப்பான அம்சங்கள் ,சிவசுவாமி,லியோ பப்ளிகேசன்ஸ்,2009,50.00,தன்முன்னேற்ற நூல்கள்,
4139,,4139,மூங்கில் மூச்சு ,சுகா,விகடன் பிரசுரம்,2011,95.00,தன்முன்னேற்ற நூல்கள்,
4140,,4140,"படிக்க, ஜெயிக்க",சுகி.சிவம்,சுஜி புக்ஸ்,2005,15.00,தன்முன்னேற்ற நூல்கள்,
4142,,4142,கர்நாடக சங்கீதம்,சுப்ரமணிய அய்யர் ,தி கர்னாடிக் மியூசிக் சென்டர்,2001,35.00,தன்முன்னேற்ற நூல்கள்,
4143,,4143,உடல் அசைவு மொழிகள் ,செல்வராகவ்,கண்ணதாசன் பதிப்பகம்,2001,33.00,தன்முன்னேற்ற நூல்கள்,
4144,,4144,குந்தவிக்கு மான்விழிக்கு கடிதங்கள்,சே.கணேசலிங்கம்,குமரன் பப்ளிகேசன்ஸ்,2008,50.00,தன்முன்னேற்ற நூல்கள்,
4145,,4145,அமுல் - வரலாறு,சொக்கன்,கிழக்கு பதிப்பகம்,2008,70.00,தன்முன்னேற்ற நூல்கள்,
4146,,4146,எனக்கு வேலை கிடைக்குமா ?,சொக்கன்,கிழக்கு பதிப்பகம்,2005,75.00,தன்முன்னேற்ற நூல்கள்,
4147,,4147,கேள்விக்கு என்ன பதில்,டி.காமராஜ்,நலம் பதிப்பகம்,2007,70.00,தன்முன்னேற்ற நூல்கள்,
4148,,4148,ஊருக்கு நல்லது செய்வேன்,தமிழருவி.மணியன்,விகடன் பிரசுரம்,2010,135.00,தன்முன்னேற்ற நூல்கள்,
4149,,4149,துணிவே துணை,தமிழ்வாணன்,மணிமேகலை பிரசுரம்,1986,9.00,தன்முன்னேற்ற நூல்கள்,
4150,,4150,நல்ல குணங்களும் அவற்றின் நன்மைகளும்,தமிழ்வாணன்,,,24.00,தன்முன்னேற்ற நூல்கள்,
4152,,4152,பத்திரிகைகளில் உங்கள் படைப்புகள் வெளிவர வேண்டுமா?,தமிழ்வாணன்,மணிமேகலை பிரசுரம்,1996,27.00,தன்முன்னேற்ற நூல்கள்,
4153,,4153,பிள்ளைகளை முன்னேற செய்வது எப்படி?,தமிழ்வாணன்,மணிமேகலை பிரசுரம்,1992,11.00,தன்முன்னேற்ற நூல்கள்,
4155,,4155,மகிழ்ச்சியின் ரகசியம் ,தமிழ்வாணன்,மணிமேகலை பிரசுரம்,1989,7.50,தன்முன்னேற்ற நூல்கள்,
4159,,4159,உங்களால் முடியும்,தர்ம கீர்த்தி,கண்ணதாசன் பதிப்பகம்,1994,36.00,தன்முன்னேற்ற நூல்கள்,
4160,,4160,வெற்றி பெறுங்களேன்,தி.க.சந்திர சேகரன்,விஜயா பதிப்பகம்,2003,40.00,தன்முன்னேற்ற நூல்கள்,
4162,,4162,நிர்வாக விஞ்ஞானம்,நா.மகாலிங்கம்,வானதி பதிப்பகம்,1992,37.00,தன்முன்னேற்ற நூல்கள்,
4163,,4163,பெரிய பிரச்சனை சின்ன தீர்வு,நாராயண ரெட்டிச்சாத்து ஸ்ரீராம்,கிழக்கு பதிப்பகம்,2007,70.00,தன்முன்னேற்ற நூல்கள்,
4164,,4164,ஊருக்கு நல்லது ,நெ.து.சுந்தரவடிவேலு,வானதி பதிப்பகம்,1980,7.50,தன்முன்னேற்ற நூல்கள்,
4165,,4165,மனம் தரும் பணம்,நெப்போலியன்,கண்ணதாசன் பதிப்பகம்,1998,60.00,தன்முன்னேற்ற நூல்கள்,
4167,,4167,டீன் ஏஜ்,பசுமைகுமார்,ஆர் எஸ் பி பப்ளிகேசன்ஸ்,2009,45.00,தன்முன்னேற்ற நூல்கள்,
4168,,4168,நினைப்பது முடியும்,பாலசாண்டில்யன்,இலக்கிய பீடம்,2003,65.00,தன்முன்னேற்ற நூல்கள்,
4172,,4172,நினைவாற்றல் பெருக மனப்பயிற்சிகள்,பி.எஸ்.ஆச்சாரியா ,நர்மதா பதிப்பகம்,2000,20.00,தன்முன்னேற்ற நூல்கள்,
4174,,4174,உன்னையே நீ அறிந்துக்கொள்,பி.சி.கணேசன்,வானதி பதிப்பகம்,1983,4.50,தன்முன்னேற்ற நூல்கள்,
4177,,4177,நீங்களும் பேச்சாளராகலாம் ,பி.சி.கணேசன்,வானதி பதிப்பகம்,1996,15.00,தன்முன்னேற்ற நூல்கள்,
4178,,4178,மாணவர்களுக்கான கட்டுரைகளும் பயிற்சி முறைகளும்,பி.சி.கணேசன்,கங்கை புத்தக நிலையம்,1994,14.00,தன்முன்னேற்ற நூல்கள்,
4179,,4179,வாழ்க்கை உங்கள் வசப்படும் ,பி.சி.கணேசன்,கங்கை புத்தக நிலையம்,1994,22.00,தன்முன்னேற்ற நூல்கள்,
4180,,4180,விதியும் மதியும் ,பி.சி.கணேசன்,கங்கை புத்தக நிலையம்,1996,18.00,தன்முன்னேற்ற நூல்கள்,
4181,,4181,ஜப்பான் முன்னேறியது எப்படி?,பி.சி.கணேசன்,வானதி பதிப்பகம்,2000,15.00,தன்முன்னேற்ற நூல்கள்,
4182,,4182,எண்ணங்களின் வலிமையே வெற்றிதரும் ,பிரம்மானந்தம்,அநுராகம்,1999,18.00,தன்முன்னேற்ற நூல்கள்,
4183,,4183,வாழ்வை உயர்த்தும் சிந்தனைகள்,புவியரசு,கண்ணதாசன் பதிப்பகம்,1995,30.00,தன்முன்னேற்ற நூல்கள்,
4184,,4184,சுலபமாக ஜோதிடம் கற்கலாம்,பூபதிராஜா,யமுனா பதிப்பகம்,1996,23.00,தன்முன்னேற்ற நூல்கள்,
4185,,4185,ஹாய் மதன் பக்கம் 8,மதன்,விகடன் பிரசுரம்,2010,90.00,அறிவியல்,
4186,,4186,ஏழாம் சுவை,மருத்துவர் சிவராமன்,விகடன் பிரசுரம்,2013,65.00,தன்முன்னேற்ற நூல்கள்,
4187,,4187,இனிவரும் காலம் ,மருத்துவர் பெருநை,பாவாணர் பதிப்பகம்,2012,120.00,தன்முன்னேற்ற நூல்கள்,
4188,,4188,நிழல்கள் நடந்த பாதை,மனுஷ்யபுத்திரன்,சூரியன் பதிப்பகம்,2013,200.00,தன்முன்னேற்ற நூல்கள்,
4190,,4190,நல்ல நண்பன் வாழ்வின் துணைவன்,மெர்வின்,முருகன் பதிப்பகம்,1987,6.50,தன்முன்னேற்ற நூல்கள்,
4192,,4192, +2 அடுத்து என்ன படிக்கலாம்,ரமேஷ் பிரபா,கேலக்ஸி பப்ளிகேசன்ஸ்,2004,60.00,தன்முன்னேற்ற நூல்கள்,
4193,,4193,நீ இப்ப பாஸ் பாஸ்,ரமேஷ் பிரபா,கேலக்ஸி பப்ளிகேசன்ஸ்,2004,20.00,தன்முன்னேற்ற நூல்கள்,
4194,,4194,படியப்பா,ரமேஷ் பிரபா,கேலக்ஸி பப்ளிகேசன்ஸ்,2004,30.00,தன்முன்னேற்ற நூல்கள்,
4195,,4195,வழிகாட்டும் மொழிகள்,ரவீந்திரன்,கண்ணதாசன் பதிப்பகம்,2000,24.00,தன்முன்னேற்ற நூல்கள்,
4196,,4196,நீங்களும் முதல்வர் ஆகலாம்,ரா.கி.ரங்கராஜன்,நக்கீரன் பதிப்பகம்,2010,225.00,தன்முன்னேற்ற நூல்கள்,
4197,,4197,"எழுத்துக்களும், எண்ணங்களும்",ராமநாதன்,வானதி பதிப்பகம்,2001,35.00,தன்முன்னேற்ற நூல்கள்,
4198,,4198,இன்றைய சூழலில் பெண்,ருக்குமணி,பாவை பப்ளிகேசன்ஸ்,2010,80.00,தன்முன்னேற்ற நூல்கள்,
4241,,4241,உள்மன ஆற்றல்கள் ,வாசு கண்ணன்,நர்மதா பதிப்பகம்,1995,,பொது அறிவு,
4242,,4242,நானே கேள்வி நானே பதில்,விகடன் பிரசுரம்,விகடன் பிரசுரம்,2011,65.00,தன்முன்னேற்ற நூல்கள்,
4244,,4244,வித்தகன் பதில்கள் - 1,வித்தகன்,அட்சரா பதிப்பகம்,2008,70.00,தன்முன்னேற்ற நூல்கள்,
4245,,4245,வித்தகன் பதில்கள் - 2,வித்தகன்,அட்சரா பதிப்பகம்,2009,65.00,தன்முன்னேற்ற நூல்கள்,
4247,,4247,அரிதாரம் ,வெ.இறையன்பு,நியுசெஞ்சுரி புக் ஹவுஸ்,2011,50.00,தன்முன்னேற்ற நூல்கள்,
4248,,4248,சின்னச்சின்ன மின்னல்கள் ,வெ.இறையன்பு,விஜயா பதிப்பகம்,2011,80.00,தன்முன்னேற்ற நூல்கள்,
4249,,4249,வேடிக்கை மனிதர்கள்,வெ.இறையன்பு,விஜயா பதிப்பகம்,2007,100.00,தன்முன்னேற்ற நூல்கள்,
4250,,4250,உடல்நலம்,வேதாத்திரி மகரிஷி,உலக சமுதாய சேவா சங்கம்,2010,55.00,ஆன்மீகம்,
4251,,4251,குணநலபேரும் சமுதாய நலனும்,வேதாத்திரி மகரிஷி,உலக சமுதாய சேவா சங்கம்,2010,60.00,ஆன்மீகம்,
4252,,4252,இறை நாணமும் முழுப்பெறும்,வேதாத்திரி மகரிஷி,உலக சமுதாய சேவா சங்கம்,2010,60.00,ஆன்மீகம்,
4253,,4253,சிற்பியே உன்னை செதுக்குகிறேன்,வைரமுத்து,சூர்யா பதிப்பகம்,2012,60.00,தன்முன்னேற்ற நூல்கள்,
4254,,4254,அனுபவ முத்திரைகள்,ஜீவா,நியுசெஞ்சுரி புக் ஹவுஸ்,1980,5.00,தன்முன்னேற்ற நூல்கள்,
